"","X","teamRslt","teamAST","teamTO","teamSTL","teamBLK","teamPF","teamFG.","team2P.","team3P.","teamFT.","teamTRB","opptAST","opptTO","opptSTL","opptBLK","opptPF","opptFG.","oppt2P.","oppt3P.","opptFT.","opptTRB"
"11490",11490,"Loss",21,12,7,2,16,0.4545,0.52,0.3333,0.76,37,28,12,5,3,25,0.4938,0.5106,0.4706,0.8333,41
"11491",11491,"Loss",25,9,12,6,13,0.4891,0.6167,0.25,0.9231,27,34,22,6,2,14,0.5455,0.5,0.6,0.75,52
"11492",11492,"Win",34,22,6,2,14,0.5455,0.5,0.6,0.75,52,25,9,12,6,13,0.4891,0.6167,0.25,0.9231,27
"11493",11493,"Win",19,16,8,5,23,0.4744,0.58,0.2857,0.8,37,14,19,7,3,25,0.4301,0.4571,0.3478,0.8333,43
"11494",11494,"Loss",14,19,7,3,25,0.4301,0.4571,0.3478,0.8333,43,19,16,8,5,23,0.4744,0.58,0.2857,0.8,37
"11495",11495,"Win",16,13,7,7,19,0.4444,0.4821,0.36,0.6364,49,14,11,5,4,11,0.3218,0.375,0.1739,0.6667,49
"11496",11496,"Loss",14,11,5,4,11,0.3218,0.375,0.1739,0.6667,49,16,13,7,7,19,0.4444,0.4821,0.36,0.6364,49
"11497",11497,"Win",20,9,9,12,23,0.3855,0.4364,0.2857,0.7708,52,22,17,4,4,34,0.3592,0.3443,0.381,0.56,66
"11498",11498,"Loss",22,17,4,4,34,0.3592,0.3443,0.381,0.56,66,20,9,9,12,23,0.3855,0.4364,0.2857,0.7708,52
"11499",11499,"Loss",15,18,9,1,26,0.4545,0.5263,0.25,0.7917,34,22,17,8,5,23,0.4795,0.5,0.4118,0.8,37
"11500",11500,"Win",22,17,8,5,23,0.4795,0.5,0.4118,0.8,37,15,18,9,1,26,0.4545,0.5263,0.25,0.7917,34
"11501",11501,"Win",27,10,3,4,18,0.5116,0.6596,0.3333,0.6818,43,27,11,6,2,18,0.4884,0.5238,0.3913,0.7895,41
"11502",11502,"Loss",27,11,6,2,18,0.4884,0.5238,0.3913,0.7895,41,27,10,3,4,18,0.5116,0.6596,0.3333,0.6818,43
"11503",11503,"Win",23,17,9,3,12,0.4932,0.5918,0.2917,0.72,39,22,17,10,3,21,0.4578,0.4815,0.4138,0.5333,42
"11504",11504,"Loss",22,17,10,3,21,0.4578,0.4815,0.4138,0.5333,42,23,17,9,3,12,0.4932,0.5918,0.2917,0.72,39
"11505",11505,"Loss",30,12,2,1,17,0.4651,0.4516,0.5,0.8571,43,23,8,6,2,19,0.4756,0.4884,0.4615,0.8947,40
"11506",11506,"Win",23,8,6,2,19,0.4756,0.4884,0.4615,0.8947,40,30,12,2,1,17,0.4651,0.4516,0.5,0.8571,43
"11507",11507,"Win",25,13,12,8,16,0.4719,0.5862,0.2581,0.7895,50,15,17,5,5,19,0.3947,0.4483,0.2222,0.7895,33
"11508",11508,"Loss",15,17,5,5,19,0.3947,0.4483,0.2222,0.7895,33,25,13,12,8,16,0.4719,0.5862,0.2581,0.7895,50
"11509",11509,"Loss",23,22,16,5,23,0.4731,0.5806,0.2581,0.6667,47,21,24,13,4,18,0.475,0.4808,0.4643,0.75,39
"11510",11510,"Win",21,24,13,4,18,0.475,0.4808,0.4643,0.75,39,23,22,16,5,23,0.4731,0.5806,0.2581,0.6667,47
"11511",11511,"Win",27,10,16,3,19,0.5682,0.589,0.4667,0.6875,39,30,17,7,8,21,0.5227,0.6154,0.3889,0.8261,42
"11512",11512,"Loss",30,17,7,8,21,0.5227,0.6154,0.3889,0.8261,42,27,10,16,3,19,0.5682,0.589,0.4667,0.6875,39
"11513",11513,"Loss",22,6,10,2,21,0.3846,0.4545,0.2778,1,38,15,15,2,4,16,0.4337,0.4762,0.3,0.9091,57
"11514",11514,"Win",15,15,2,4,16,0.4337,0.4762,0.3,0.9091,57,22,6,10,2,21,0.3846,0.4545,0.2778,1,38
"11515",11515,"Loss",21,18,9,6,18,0.4211,0.5,0.3421,0.8889,44,19,16,8,4,13,0.381,0.3846,0.375,0.7368,46
"11516",11516,"Win",19,16,8,4,13,0.381,0.3846,0.375,0.7368,46,21,18,9,6,18,0.4211,0.5,0.3421,0.8889,44
"11517",11517,"Win",27,12,3,7,20,0.5238,0.6327,0.3714,0.6667,46,22,8,6,1,23,0.4138,0.4894,0.325,0.7742,41
"11518",11518,"Loss",22,8,6,1,23,0.4138,0.4894,0.325,0.7742,41,27,12,3,7,20,0.5238,0.6327,0.3714,0.6667,46
"11519",11519,"Win",18,12,10,5,23,0.4933,0.5088,0.4444,0.5909,38,22,15,8,3,19,0.3708,0.4821,0.1818,0.76,48
"11520",11520,"Loss",22,15,8,3,19,0.3708,0.4821,0.1818,0.76,48,18,12,10,5,23,0.4933,0.5088,0.4444,0.5909,38
"11521",11521,"Win",20,7,12,4,15,0.4767,0.5147,0.3333,0.8571,45,25,15,4,6,19,0.4043,0.45,0.3235,0.6667,49
"11522",11522,"Loss",25,15,4,6,19,0.4043,0.45,0.3235,0.6667,49,20,7,12,4,15,0.4767,0.5147,0.3333,0.8571,45
"11523",11523,"Loss",16,12,9,3,27,0.3763,0.3881,0.3462,0.7857,36,32,15,7,10,20,0.5568,0.6094,0.4167,0.8529,59
"11524",11524,"Win",32,15,7,10,20,0.5568,0.6094,0.4167,0.8529,59,16,12,9,3,27,0.3763,0.3881,0.3462,0.7857,36
"11525",11525,"Loss",14,17,9,3,21,0.4051,0.4035,0.4091,0.75,41,19,14,9,5,17,0.5185,0.5254,0.5,0.6957,46
"11526",11526,"Win",19,14,9,5,17,0.5185,0.5254,0.5,0.6957,46,14,17,9,3,21,0.4051,0.4035,0.4091,0.75,41
"11527",11527,"Loss",19,15,8,12,21,0.4767,0.4615,0.5238,0.8571,39,21,12,10,4,13,0.4659,0.4462,0.5217,0.7097,48
"11528",11528,"Win",21,12,10,4,13,0.4659,0.4462,0.5217,0.7097,48,19,15,8,12,21,0.4767,0.4615,0.5238,0.8571,39
"11529",11529,"Loss",23,18,4,6,17,0.3708,0.4,0.2917,0.7647,50,32,8,10,10,16,0.4881,0.5833,0.3611,0.6667,46
"11530",11530,"Win",32,8,10,10,16,0.4881,0.5833,0.3611,0.6667,46,23,18,4,6,17,0.3708,0.4,0.2917,0.7647,50
"11531",11531,"Loss",20,23,5,1,13,0.4051,0.4717,0.2692,0.6842,45,24,16,18,3,17,0.4684,0.5476,0.3784,0.9167,40
"11532",11532,"Win",24,16,18,3,17,0.4684,0.5476,0.3784,0.9167,40,20,23,5,1,13,0.4051,0.4717,0.2692,0.6842,45
"11533",11533,"Win",23,11,5,3,19,0.5181,0.5185,0.5172,0.6667,39,21,11,7,1,12,0.4938,0.5714,0.2222,0.7778,35
"11534",11534,"Loss",21,11,7,1,12,0.4938,0.5714,0.2222,0.7778,35,23,11,5,3,19,0.5181,0.5185,0.5172,0.6667,39
"11535",11535,"Loss",24,7,2,4,18,0.4675,0.55,0.3784,0.85,31,23,8,2,6,13,0.4222,0.4923,0.24,1,51
"11536",11536,"Win",23,8,2,6,13,0.4222,0.4923,0.24,1,51,24,7,2,4,18,0.4675,0.55,0.3784,0.85,31
"11537",11537,"Win",20,20,8,7,25,0.5062,0.5161,0.4737,0.7778,45,18,14,8,4,21,0.3953,0.4219,0.3182,0.7179,40
"11538",11538,"Loss",18,14,8,4,21,0.3953,0.4219,0.3182,0.7179,40,20,20,8,7,25,0.5062,0.5161,0.4737,0.7778,45
"11539",11539,"Loss",19,8,5,7,15,0.413,0.5,0.2333,0.9615,50,29,9,5,2,17,0.4112,0.4143,0.4054,0.9167,57
"11540",11540,"Win",29,9,5,2,17,0.4112,0.4143,0.4054,0.9167,57,19,8,5,7,15,0.413,0.5,0.2333,0.9615,50
"11541",11541,"Loss",24,13,4,7,19,0.42,0.4595,0.3077,0.7059,49,29,13,5,10,16,0.5287,0.6327,0.3947,0.8,45
"11542",11542,"Win",29,13,5,10,16,0.5287,0.6327,0.3947,0.8,45,24,13,4,7,19,0.42,0.4595,0.3077,0.7059,49
"11543",11543,"Win",28,17,12,5,25,0.4945,0.625,0.3922,0.7917,48,24,20,10,8,21,0.4186,0.5455,0.1935,0.8077,45
"11544",11544,"Loss",24,20,10,8,21,0.4186,0.5455,0.1935,0.8077,45,28,17,12,5,25,0.4945,0.625,0.3922,0.7917,48
"11545",11545,"Loss",23,15,11,0,16,0.4086,0.4154,0.3929,0.7027,38,31,21,11,11,27,0.5309,0.5455,0.5,0.9231,53
"11546",11546,"Win",31,21,11,11,27,0.5309,0.5455,0.5,0.9231,53,23,15,11,0,16,0.4086,0.4154,0.3929,0.7027,38
"11547",11547,"Loss",23,15,10,2,18,0.4432,0.5094,0.3429,0.7143,42,26,14,7,4,16,0.5227,0.527,0.5,0.8947,47
"11548",11548,"Win",26,14,7,4,16,0.5227,0.527,0.5,0.8947,47,23,15,10,2,18,0.4432,0.5094,0.3429,0.7143,42
"11549",11549,"Loss",20,11,11,5,15,0.4167,0.4561,0.3333,0.5652,39,23,17,8,7,19,0.5128,0.5577,0.4231,1,50
"11550",11550,"Win",23,17,8,7,19,0.5128,0.5577,0.4231,1,50,20,11,11,5,15,0.4167,0.4561,0.3333,0.5652,39
"11551",11551,"Loss",19,17,8,5,25,0.4222,0.5,0.2083,0.775,43,28,17,9,7,26,0.4943,0.569,0.3448,0.8,48
"11552",11552,"Win",28,17,9,7,26,0.4943,0.569,0.3448,0.8,48,19,17,8,5,25,0.4222,0.5,0.2083,0.775,43
"11553",11553,"Loss",19,12,4,3,21,0.4231,0.525,0.3158,0.8636,36,15,11,7,5,21,0.4938,0.5303,0.3333,0.7586,41
"11554",11554,"Win",15,11,7,5,21,0.4938,0.5303,0.3333,0.7586,41,19,12,4,3,21,0.4231,0.525,0.3158,0.8636,36
"11555",11555,"Win",30,13,7,5,27,0.404,0.371,0.4595,0.8462,54,14,10,7,7,12,0.3797,0.4068,0.3,0.6667,45
"11556",11556,"Loss",14,10,7,7,12,0.3797,0.4068,0.3,0.6667,45,30,13,7,5,27,0.404,0.371,0.4595,0.8462,54
"11557",11557,"Loss",27,19,8,6,23,0.5269,0.5942,0.3333,0.6,43,31,12,15,4,21,0.4694,0.4722,0.4615,0.7742,46
"11558",11558,"Win",31,12,15,4,21,0.4694,0.4722,0.4615,0.7742,46,27,19,8,6,23,0.5269,0.5942,0.3333,0.6,43
"11559",11559,"Win",23,16,8,5,26,0.5,0.5686,0.3478,0.9,42,15,15,5,2,27,0.4324,0.4464,0.3889,0.8276,35
"11560",11560,"Loss",15,15,5,2,27,0.4324,0.4464,0.3889,0.8276,35,23,16,8,5,26,0.5,0.5686,0.3478,0.9,42
"11561",11561,"Loss",16,16,9,5,19,0.4217,0.54,0.2424,0.6667,35,24,16,9,4,12,0.5256,0.5538,0.3846,0.7143,44
"11562",11562,"Win",24,16,9,4,12,0.5256,0.5538,0.3846,0.7143,44,16,16,9,5,19,0.4217,0.54,0.2424,0.6667,35
"11563",11563,"Loss",23,13,15,8,19,0.396,0.5,0.2,0.4286,51,28,17,9,7,14,0.4536,0.4658,0.4167,0.7059,59
"11564",11564,"Win",28,17,9,7,14,0.4536,0.4658,0.4167,0.7059,59,23,13,15,8,19,0.396,0.5,0.2,0.4286,51
"11565",11565,"Loss",27,19,7,4,23,0.494,0.5849,0.3333,0.5484,42,32,14,11,2,24,0.5052,0.5303,0.4516,0.7083,51
"11566",11566,"Win",32,14,11,2,24,0.5052,0.5303,0.4516,0.7083,51,27,19,7,4,23,0.494,0.5849,0.3333,0.5484,42
"11567",11567,"Win",23,15,9,7,21,0.4268,0.4643,0.3462,0.8667,51,18,12,9,2,26,0.443,0.5,0.3043,0.8333,36
"11568",11568,"Loss",18,12,9,2,26,0.443,0.5,0.3043,0.8333,36,23,15,9,7,21,0.4268,0.4643,0.3462,0.8667,51
"11569",11569,"Win",26,11,10,3,13,0.4,0.4255,0.3684,0.9444,50,18,14,3,6,19,0.3924,0.3922,0.3929,0.8,41
"11570",11570,"Loss",18,14,3,6,19,0.3924,0.3922,0.3929,0.8,41,26,11,10,3,13,0.4,0.4255,0.3684,0.9444,50
"11571",11571,"Loss",21,18,4,4,19,0.381,0.4068,0.32,0.5385,48,21,14,11,8,23,0.4568,0.537,0.2963,0.9583,47
"11572",11572,"Win",21,14,11,8,23,0.4568,0.537,0.2963,0.9583,47,21,18,4,4,19,0.381,0.4068,0.32,0.5385,48
"11573",11573,"Loss",19,12,6,5,21,0.4211,0.5156,0.2258,0.8148,50,21,12,6,7,22,0.4725,0.5286,0.2857,0.7826,44
"11574",11574,"Win",21,12,6,7,22,0.4725,0.5286,0.2857,0.7826,44,19,12,6,5,21,0.4211,0.5156,0.2258,0.8148,50
"11575",11575,"Loss",21,15,8,4,24,0.4,0.411,0.3333,0.8846,43,23,17,9,5,19,0.4872,0.5319,0.4194,0.7742,43
"11576",11576,"Win",23,17,9,5,19,0.4872,0.5319,0.4194,0.7742,43,21,15,8,4,24,0.4,0.411,0.3333,0.8846,43
"11577",11577,"Win",34,7,6,0,13,0.4946,0.4921,0.5,0.625,47,24,12,5,3,17,0.4625,0.5349,0.3784,0.7333,40
"11578",11578,"Loss",24,12,5,3,17,0.4625,0.5349,0.3784,0.7333,40,34,7,6,0,13,0.4946,0.4921,0.5,0.625,47
"11579",11579,"Loss",21,20,7,2,19,0.3974,0.4815,0.2083,0.64,45,24,18,12,4,25,0.4615,0.4615,0.4615,0.75,43
"11580",11580,"Win",24,18,12,4,25,0.4615,0.4615,0.4615,0.75,43,21,20,7,2,19,0.3974,0.4815,0.2083,0.64,45
"11581",11581,"Loss",28,25,10,2,26,0.5213,0.5882,0.3462,0.8214,58,32,13,15,7,21,0.4681,0.6111,0.3793,0.7619,31
"11582",11582,"Win",32,13,15,7,21,0.4681,0.6111,0.3793,0.7619,31,28,25,10,2,26,0.5213,0.5882,0.3462,0.8214,58
"11583",11583,"Loss",25,18,8,3,20,0.4043,0.4545,0.2857,0.6471,52,30,11,10,11,17,0.42,0.4493,0.3548,0.7727,52
"11584",11584,"Win",30,11,10,11,17,0.42,0.4493,0.3548,0.7727,52,25,18,8,3,20,0.4043,0.4545,0.2857,0.6471,52
"11585",11585,"Win",37,12,12,5,15,0.5213,0.5342,0.4762,0.8462,46,16,19,8,2,18,0.4598,0.5077,0.3182,0.6111,44
"11586",11586,"Loss",16,19,8,2,18,0.4598,0.5077,0.3182,0.6111,44,37,12,12,5,15,0.5213,0.5342,0.4762,0.8462,46
"11587",11587,"Loss",26,21,12,5,22,0.4819,0.5072,0.3571,0.6875,42,26,20,10,6,21,0.5132,0.5893,0.3,0.8889,33
"11588",11588,"Win",26,20,10,6,21,0.5132,0.5893,0.3,0.8889,33,26,21,12,5,22,0.4819,0.5072,0.3571,0.6875,42
"11589",11589,"Win",21,15,9,2,20,0.45,0.5319,0.3333,0.88,49,26,13,9,3,23,0.4405,0.52,0.3235,0.7647,39
"11590",11590,"Loss",26,13,9,3,23,0.4405,0.52,0.3235,0.7647,39,21,15,9,2,20,0.45,0.5319,0.3333,0.88,49
"11591",11591,"Win",18,25,9,11,19,0.4658,0.4694,0.4583,0.7188,52,21,15,16,1,27,0.4253,0.4462,0.3636,0.7692,27
"11592",11592,"Loss",21,15,16,1,27,0.4253,0.4462,0.3636,0.7692,27,18,25,9,11,19,0.4658,0.4694,0.4583,0.7188,52
"11593",11593,"Win",22,16,9,1,26,0.4,0.44,0.3429,0.8,52,22,17,8,4,24,0.4321,0.4792,0.3636,0.4571,45
"11594",11594,"Loss",22,17,8,4,24,0.4321,0.4792,0.3636,0.4571,45,22,16,9,1,26,0.4,0.44,0.3429,0.8,52
"11595",11595,"Loss",16,11,6,5,26,0.443,0.4483,0.4286,0.7714,39,16,10,7,6,24,0.5385,0.6034,0.35,0.7778,39
"11596",11596,"Win",16,10,7,6,24,0.5385,0.6034,0.35,0.7778,39,16,11,6,5,26,0.443,0.4483,0.4286,0.7714,39
"11597",11597,"Loss",17,10,10,1,26,0.45,0.4746,0.381,0.8108,35,17,13,4,0,29,0.4773,0.5373,0.2857,0.7568,53
"11598",11598,"Win",17,13,4,0,29,0.4773,0.5373,0.2857,0.7568,53,17,10,10,1,26,0.45,0.4746,0.381,0.8108,35
"11599",11599,"Loss",16,16,1,1,32,0.475,0.5,0.45,0.9,43,27,9,14,3,25,0.4639,0.5385,0.3125,0.7059,47
"11600",11600,"Win",27,9,14,3,25,0.4639,0.5385,0.3125,0.7059,47,16,16,1,1,32,0.475,0.5,0.45,0.9,43
"11601",11601,"Loss",27,8,3,5,23,0.4458,0.4815,0.3793,0.625,33,20,16,4,2,11,0.5,0.5814,0.3704,0.8462,45
"11602",11602,"Win",20,16,4,2,11,0.5,0.5814,0.3704,0.8462,45,27,8,3,5,23,0.4458,0.4815,0.3793,0.625,33
"11603",11603,"Win",12,12,9,3,18,0.4231,0.5,0.2692,0.8261,41,17,18,10,6,19,0.4521,0.4898,0.375,0.8421,40
"11604",11604,"Loss",17,18,10,6,19,0.4521,0.4898,0.375,0.8421,40,12,12,9,3,18,0.4231,0.5,0.2692,0.8261,41
"11605",11605,"Win",31,14,14,4,18,0.4494,0.5667,0.2069,0.8462,45,24,23,11,3,25,0.4568,0.5745,0.2941,0.8889,41
"11606",11606,"Loss",24,23,11,3,25,0.4568,0.5745,0.2941,0.8889,41,31,14,14,4,18,0.4494,0.5667,0.2069,0.8462,45
"11607",11607,"Win",22,14,10,10,19,0.4842,0.5714,0.24,0.8,55,21,18,9,7,20,0.3908,0.4528,0.2941,0.8,40
"11608",11608,"Loss",21,18,9,7,20,0.3908,0.4528,0.2941,0.8,40,22,14,10,10,19,0.4842,0.5714,0.24,0.8,55
"11609",11609,"Win",29,15,7,4,26,0.4505,0.459,0.4333,0.88,55,22,11,8,5,22,0.3636,0.5116,0.2222,0.8095,39
"11610",11610,"Loss",22,11,8,5,22,0.3636,0.5116,0.2222,0.8095,39,29,15,7,4,26,0.4505,0.459,0.4333,0.88,55
"11611",11611,"Loss",21,14,12,4,18,0.4458,0.4912,0.3462,0.4615,45,18,13,5,2,13,0.4342,0.4138,0.5,0.913,42
"11612",11612,"Win",18,13,5,2,13,0.4342,0.4138,0.5,0.913,42,21,14,12,4,18,0.4458,0.4912,0.3462,0.4615,45
"11613",11613,"Win",25,10,11,7,15,0.4211,0.4444,0.3478,0.7,52,23,18,6,4,18,0.439,0.4615,0.3529,0.6667,42
"11614",11614,"Loss",23,18,6,4,18,0.439,0.4615,0.3529,0.6667,42,25,10,11,7,15,0.4211,0.4444,0.3478,0.7,52
"11615",11615,"Loss",28,19,10,6,23,0.4699,0.5636,0.2857,0.8148,41,29,20,11,6,22,0.4505,0.4603,0.4286,0.9,46
"11616",11616,"Win",29,20,11,6,22,0.4505,0.4603,0.4286,0.9,46,28,19,10,6,23,0.4699,0.5636,0.2857,0.8148,41
"11617",11617,"Loss",25,24,5,5,25,0.5238,0.5763,0.4,0.6818,50,23,8,13,2,19,0.4327,0.481,0.28,0.7419,48
"11618",11618,"Win",23,8,13,2,19,0.4327,0.481,0.28,0.7419,48,25,24,5,5,25,0.5238,0.5763,0.4,0.6818,50
"11619",11619,"Win",26,16,6,3,16,0.5625,0.64,0.4333,0.9167,45,26,12,10,3,19,0.4583,0.4857,0.3846,0.9,35
"11620",11620,"Loss",26,12,10,3,19,0.4583,0.4857,0.3846,0.9,35,26,16,6,3,16,0.5625,0.64,0.4333,0.9167,45
"11621",11621,"Loss",22,13,6,6,25,0.5181,0.5806,0.3333,0.7917,32,24,10,6,3,19,0.5581,0.5902,0.48,0.7586,39
"11622",11622,"Win",24,10,6,3,19,0.5581,0.5902,0.48,0.7586,39,22,13,6,6,25,0.5181,0.5806,0.3333,0.7917,32
"11623",11623,"Loss",22,7,8,4,18,0.4624,0.4789,0.4091,0.8462,33,20,14,5,7,17,0.5132,0.4444,0.6818,0.6957,42
"11624",11624,"Win",20,14,5,7,17,0.5132,0.4444,0.6818,0.6957,42,22,7,8,4,18,0.4624,0.4789,0.4091,0.8462,33
"11625",11625,"Win",25,12,3,6,11,0.4471,0.4783,0.4103,0.7083,46,22,14,9,5,23,0.4881,0.5577,0.375,0.7692,39
"11626",11626,"Loss",22,14,9,5,23,0.4881,0.5577,0.375,0.7692,39,25,12,3,6,11,0.4471,0.4783,0.4103,0.7083,46
"11627",11627,"Win",21,11,9,3,16,0.4198,0.5,0.2759,0.8065,50,11,13,3,3,25,0.4096,0.5,0.2,0.7727,43
"11628",11628,"Loss",11,13,3,3,25,0.4096,0.5,0.2,0.7727,43,21,11,9,3,16,0.4198,0.5,0.2759,0.8065,50
"11629",11629,"Loss",22,22,10,5,20,0.4545,0.4773,0.4242,0.8462,33,24,23,12,4,19,0.5625,0.6047,0.4762,0.75,34
"11630",11630,"Win",24,23,12,4,19,0.5625,0.6047,0.4762,0.75,34,22,22,10,5,20,0.4545,0.4773,0.4242,0.8462,33
"11631",11631,"Loss",16,19,7,4,22,0.4353,0.4559,0.3529,0.8182,40,24,13,9,12,18,0.5444,0.6,0.4333,0.6667,42
"11632",11632,"Win",24,13,9,12,18,0.5444,0.6,0.4333,0.6667,42,16,19,7,4,22,0.4353,0.4559,0.3529,0.8182,40
"11633",11633,"Win",32,12,6,7,21,0.4762,0.5254,0.36,0.8421,44,11,12,8,3,18,0.3667,0.3714,0.35,0.8846,50
"11634",11634,"Loss",11,12,8,3,18,0.3667,0.3714,0.35,0.8846,50,32,12,6,7,21,0.4762,0.5254,0.36,0.8421,44
"11635",11635,"Loss",20,11,3,5,21,0.4066,0.4655,0.303,0.6818,41,28,12,4,6,21,0.4615,0.4894,0.4194,0.7826,47
"11636",11636,"Win",28,12,4,6,21,0.4615,0.4894,0.4194,0.7826,47,20,11,3,5,21,0.4066,0.4655,0.303,0.6818,41
"11637",11637,"Win",21,14,8,3,15,0.4881,0.6078,0.303,0.9,45,26,14,8,5,19,0.4578,0.4462,0.5,0.8667,34
"11638",11638,"Loss",26,14,8,5,19,0.4578,0.4462,0.5,0.8667,34,21,14,8,3,15,0.4881,0.6078,0.303,0.9,45
"11641",11641,"Loss",22,18,13,1,26,0.4568,0.5263,0.2917,0.72,41,20,18,8,7,21,0.473,0.5778,0.3103,0.875,36
"11642",11642,"Win",20,18,8,7,21,0.473,0.5778,0.3103,0.875,36,22,18,13,1,26,0.4568,0.5263,0.2917,0.72,41
"11643",11643,"Win",23,12,11,7,15,0.5,0.5,0.5,0.8077,48,18,14,6,5,23,0.3889,0.4366,0.2105,0.5455,46
"11644",11644,"Loss",18,14,6,5,23,0.3889,0.4366,0.2105,0.5455,46,23,12,11,7,15,0.5,0.5,0.5,0.8077,48
"11645",11645,"Win",21,17,3,2,17,0.4253,0.4857,0.3846,0.8485,62,26,8,8,3,23,0.4468,0.5,0.3529,0.5385,36
"11646",11646,"Loss",26,8,8,3,23,0.4468,0.5,0.3529,0.5385,36,21,17,3,2,17,0.4253,0.4857,0.3846,0.8485,62
"11647",11647,"Win",16,19,8,2,25,0.4595,0.5,0.3929,0.8333,43,12,15,8,3,28,0.4321,0.4068,0.5,0.8636,38
"11648",11648,"Loss",12,15,8,3,28,0.4321,0.4068,0.5,0.8636,38,16,19,8,2,25,0.4595,0.5,0.3929,0.8333,43
"11649",11649,"Loss",23,15,10,6,18,0.3864,0.4828,0.2,0.9286,41,19,16,9,5,15,0.439,0.4921,0.2632,0.8095,49
"11650",11650,"Win",19,16,9,5,15,0.439,0.4921,0.2632,0.8095,49,23,15,10,6,18,0.3864,0.4828,0.2,0.9286,41
"11651",11651,"Loss",19,16,14,1,20,0.3933,0.4545,0.2941,0.8214,34,30,19,8,7,23,0.5974,0.6724,0.3684,0.84,42
"11652",11652,"Win",30,19,8,7,23,0.5974,0.6724,0.3684,0.84,42,19,16,14,1,20,0.3933,0.4545,0.2941,0.8214,34
"11653",11653,"Loss",11,12,9,7,25,0.3953,0.4035,0.3793,0.9375,40,19,14,9,7,19,0.4937,0.537,0.4,0.7429,45
"11654",11654,"Win",19,14,9,7,19,0.4937,0.537,0.4,0.7429,45,11,12,9,7,25,0.3953,0.4035,0.3793,0.9375,40
"11655",11655,"Loss",20,9,7,5,16,0.3846,0.4286,0.2857,0.84,46,27,9,7,6,13,0.5,0.5479,0.2941,0.7895,47
"11656",11656,"Win",27,9,7,6,13,0.5,0.5479,0.2941,0.7895,47,20,9,7,5,16,0.3846,0.4286,0.2857,0.84,46
"11657",11657,"Loss",14,12,11,2,20,0.3929,0.4127,0.3333,0.8788,40,20,17,5,9,21,0.439,0.5,0.3214,0.7742,50
"11658",11658,"Win",20,17,5,9,21,0.439,0.5,0.3214,0.7742,50,14,12,11,2,20,0.3929,0.4127,0.3333,0.8788,40
"11659",11659,"Win",16,18,5,9,23,0.5062,0.5357,0.44,0.7778,51,23,11,8,6,21,0.3696,0.3871,0.3333,0.875,45
"11660",11660,"Loss",23,11,8,6,21,0.3696,0.3871,0.3333,0.875,45,16,18,5,9,23,0.5062,0.5357,0.44,0.7778,51
"11661",11661,"Win",31,14,7,5,24,0.5465,0.55,0.5435,0.8,33,30,12,7,4,15,0.5385,0.6,0.3846,0.7333,43
"11662",11662,"Loss",30,12,7,4,15,0.5385,0.6,0.3846,0.7333,43,31,14,7,5,24,0.5465,0.55,0.5435,0.8,33
"11663",11663,"Loss",23,23,4,1,18,0.5625,0.6222,0.4211,0.5833,38,35,12,11,4,27,0.55,0.6182,0.4,0.9333,25
"11664",11664,"Win",35,12,11,4,27,0.55,0.6182,0.4,0.9333,25,23,23,4,1,18,0.5625,0.6222,0.4211,0.5833,38
"11665",11665,"Loss",16,10,4,0,23,0.4634,0.537,0.3214,0.6818,39,23,9,5,3,20,0.4756,0.6182,0.1852,0.7778,45
"11666",11666,"Win",23,9,5,3,20,0.4756,0.6182,0.1852,0.7778,45,16,10,4,0,23,0.4634,0.537,0.3214,0.6818,39
"11667",11667,"Loss",14,19,10,5,30,0.4253,0.5385,0.2571,0.8,47,28,17,10,7,26,0.4944,0.5735,0.2381,0.8065,45
"11668",11668,"Win",28,17,10,7,26,0.4944,0.5735,0.2381,0.8065,45,14,19,10,5,30,0.4253,0.5385,0.2571,0.8,47
"11669",11669,"Loss",12,12,6,3,24,0.4045,0.4833,0.2414,0.75,42,25,14,7,5,25,0.5135,0.5417,0.4615,0.7059,45
"11670",11670,"Win",25,14,7,5,25,0.5135,0.5417,0.4615,0.7059,45,12,12,6,3,24,0.4045,0.4833,0.2414,0.75,42
"11671",11671,"Win",20,11,6,5,22,0.4211,0.5,0.2222,0.6,53,20,17,2,2,22,0.3846,0.4091,0.32,0.8333,48
"11672",11672,"Loss",20,17,2,2,22,0.3846,0.4091,0.32,0.8333,48,20,11,6,5,22,0.4211,0.5,0.2222,0.6,53
"11673",11673,"Win",30,18,7,2,17,0.5119,0.6471,0.303,0.76,46,23,14,11,7,21,0.4253,0.4921,0.25,0.75,34
"11674",11674,"Loss",23,14,11,7,21,0.4253,0.4921,0.25,0.75,34,30,18,7,2,17,0.5119,0.6471,0.303,0.76,46
"11675",11675,"Win",26,8,11,10,9,0.5684,0.6111,0.4348,0.8571,44,30,20,5,2,18,0.4886,0.537,0.4118,0.8571,36
"11676",11676,"Loss",30,20,5,2,18,0.4886,0.537,0.4118,0.8571,36,26,8,11,10,9,0.5684,0.6111,0.4348,0.8571,44
"11677",11677,"Loss",20,16,4,1,16,0.4795,0.5217,0.4074,0.6111,33,20,11,6,4,19,0.5227,0.5185,0.5294,0.8333,48
"11678",11678,"Win",20,11,6,4,19,0.5227,0.5185,0.5294,0.8333,48,20,16,4,1,16,0.4795,0.5217,0.4074,0.6111,33
"11679",11679,"Loss",20,12,2,4,23,0.4667,0.5185,0.3333,0.85,36,16,6,3,4,18,0.4368,0.5333,0.2222,0.8261,42
