"","X","teamRslt","teamAST","teamTO","teamSTL","teamBLK","teamPF","teamFG.","team2P.","team3P.","teamFT.","teamTRB","opptAST","opptTO","opptSTL","opptBLK","opptPF","opptFG.","oppt2P.","oppt3P.","opptFT.","opptTRB"
"11303",11303,"Win",23,13,16,7,18,0.3535,0.4028,0.2222,0.6129,58,17,21,4,7,24,0.4205,0.5079,0.2,0.6875,49
"11304",11304,"Loss",17,21,4,7,24,0.4205,0.5079,0.2,0.6875,49,23,13,16,7,18,0.3535,0.4028,0.2222,0.6129,58
"11305",11305,"Loss",21,15,6,5,15,0.5,0.5902,0.2381,0.7857,35,28,10,9,0,13,0.5455,0.6129,0.3846,0.7059,42
"11306",11306,"Win",28,10,9,0,13,0.5455,0.6129,0.3846,0.7059,42,21,15,6,5,15,0.5,0.5902,0.2381,0.7857,35
"11307",11307,"Loss",13,16,10,6,14,0.3953,0.45,0.2692,0.8571,43,23,13,10,11,18,0.4839,0.541,0.375,0.7368,47
"11308",11308,"Win",23,13,10,11,18,0.4839,0.541,0.375,0.7368,47,13,16,10,6,14,0.3953,0.45,0.2692,0.8571,43
"11309",11309,"Loss",21,13,5,2,21,0.4545,0.5273,0.2727,0.7308,39,22,11,10,4,19,0.4651,0.5,0.3846,0.8214,51
"11310",11310,"Win",22,11,10,4,19,0.4651,0.5,0.3846,0.8214,51,21,13,5,2,21,0.4545,0.5273,0.2727,0.7308,39
"11311",11311,"Win",28,8,6,4,24,0.4891,0.5,0.4667,0.75,46,25,17,7,2,17,0.4,0.4182,0.36,0.7429,45
"11312",11312,"Loss",25,17,7,2,17,0.4,0.4182,0.36,0.7429,45,28,8,6,4,24,0.4891,0.5,0.4667,0.75,46
"11313",11313,"Win",20,10,10,9,28,0.5238,0.6,0.2632,0.8158,45,21,13,5,3,27,0.4063,0.4211,0.35,0.8286,45
"11314",11314,"Loss",21,13,5,3,27,0.4063,0.4211,0.35,0.8286,45,20,10,10,9,28,0.5238,0.6,0.2632,0.8158,45
"11315",11315,"Loss",19,17,10,7,21,0.4384,0.46,0.3913,0.6,39,22,16,11,2,23,0.4675,0.5208,0.3793,0.7778,46
"11316",11316,"Win",22,16,11,2,23,0.4675,0.5208,0.3793,0.7778,46,19,17,10,7,21,0.4384,0.46,0.3913,0.6,39
"11317",11317,"Win",25,9,7,2,19,0.6049,0.6515,0.4,0.8,42,17,9,6,5,23,0.38,0.4444,0.2703,0.8235,37
"11318",11318,"Loss",17,9,6,5,23,0.38,0.4444,0.2703,0.8235,37,25,9,7,2,19,0.6049,0.6515,0.4,0.8,42
"11319",11319,"Loss",33,10,4,3,14,0.4432,0.5172,0.3,0.9231,45,35,10,9,12,18,0.4896,0.5417,0.4375,0.7857,47
"11320",11320,"Win",35,10,9,12,18,0.4896,0.5417,0.4375,0.7857,47,33,10,4,3,14,0.4432,0.5172,0.3,0.9231,45
"11321",11321,"Loss",19,20,6,8,23,0.4598,0.5833,0.3077,0.7273,47,27,12,11,6,19,0.4583,0.5079,0.3636,0.7619,45
"11322",11322,"Win",27,12,11,6,19,0.4583,0.5079,0.3636,0.7619,45,19,20,6,8,23,0.4598,0.5833,0.3077,0.7273,47
"11323",11323,"Win",26,21,8,5,20,0.5176,0.6545,0.2667,0.7391,56,19,9,11,3,20,0.3763,0.5238,0.2549,0.7576,38
"11324",11324,"Loss",19,9,11,3,20,0.3763,0.5238,0.2549,0.7576,38,26,21,8,5,20,0.5176,0.6545,0.2667,0.7391,56
"11325",11325,"Loss",21,24,10,5,23,0.3409,0.3333,0.36,0.7391,48,26,19,15,9,20,0.427,0.4706,0.2857,0.7407,57
"11326",11326,"Win",26,19,15,9,20,0.427,0.4706,0.2857,0.7407,57,21,24,10,5,23,0.3409,0.3333,0.36,0.7391,48
"11327",11327,"Win",38,12,10,2,26,0.5253,0.5846,0.4118,0.8333,46,24,15,7,7,18,0.5,0.5455,0.4,0.7692,37
"11328",11328,"Loss",24,15,7,7,18,0.5,0.5455,0.4,0.7692,37,38,12,10,2,26,0.5253,0.5846,0.4118,0.8333,46
"11329",11329,"Loss",15,13,5,5,21,0.3908,0.4068,0.3571,0.7619,44,22,11,4,7,16,0.4625,0.4848,0.3571,0.7188,46
"11330",11330,"Win",22,11,4,7,16,0.4625,0.4848,0.3571,0.7188,46,15,13,5,5,21,0.3908,0.4068,0.3571,0.7619,44
"11331",11331,"Win",20,17,11,10,19,0.4302,0.4394,0.4,0.7742,49,20,19,7,4,22,0.3721,0.3621,0.3929,0.9565,44
"11332",11332,"Loss",20,19,7,4,22,0.3721,0.3621,0.3929,0.9565,44,20,17,11,10,19,0.4302,0.4394,0.4,0.7742,49
"11333",11333,"Loss",25,13,5,6,19,0.4944,0.5417,0.2941,0.7895,40,24,11,7,4,14,0.449,0.4583,0.4231,0.7727,50
"11334",11334,"Win",24,11,7,4,14,0.449,0.4583,0.4231,0.7727,50,25,13,5,6,19,0.4944,0.5417,0.2941,0.7895,40
"11335",11335,"Loss",24,12,9,3,23,0.3936,0.4107,0.3684,0.7308,52,28,16,8,1,19,0.4756,0.5532,0.3714,0.7857,47
"11336",11336,"Win",28,16,8,1,19,0.4756,0.5532,0.3714,0.7857,47,24,12,9,3,23,0.3936,0.4107,0.3684,0.7308,52
"11337",11337,"Loss",30,15,7,7,23,0.48,0.5333,0.32,0.7222,53,24,12,7,3,23,0.449,0.5091,0.3721,0.68,48
"11338",11338,"Win",24,12,7,3,23,0.449,0.5091,0.3721,0.68,48,30,15,7,7,23,0.48,0.5333,0.32,0.7222,53
"11339",11339,"Loss",21,12,10,5,28,0.4819,0.5781,0.1579,0.8636,29,21,20,7,3,21,0.475,0.463,0.5,0.7576,48
"11340",11340,"Win",21,20,7,3,21,0.475,0.463,0.5,0.7576,48,21,12,10,5,28,0.4819,0.5781,0.1579,0.8636,29
"11341",11341,"Loss",26,18,9,13,26,0.5422,0.6102,0.375,0.7826,38,31,15,7,5,13,0.4494,0.5082,0.3214,0.7273,48
"11342",11342,"Win",31,15,7,5,13,0.4494,0.5082,0.3214,0.7273,48,26,18,9,13,26,0.5422,0.6102,0.375,0.7826,38
"11343",11343,"Win",15,7,3,4,24,0.4737,0.4222,0.5484,0.8261,36,16,9,3,4,19,0.4545,0.5345,0.3,0.75,44
"11344",11344,"Loss",16,9,3,4,19,0.4545,0.5345,0.3,0.75,44,15,7,3,4,24,0.4737,0.4222,0.5484,0.8261,36
"11345",11345,"Win",11,12,7,3,21,0.4156,0.4167,0.4138,0.8286,39,23,13,5,4,25,0.4471,0.4828,0.3704,0.7727,43
"11346",11346,"Loss",23,13,5,4,25,0.4471,0.4828,0.3704,0.7727,43,11,12,7,3,21,0.4156,0.4167,0.4138,0.8286,39
"11347",11347,"Loss",17,14,8,4,19,0.3462,0.3922,0.2593,0.8929,33,28,17,8,2,20,0.5256,0.62,0.3571,0.7778,48
"11348",11348,"Win",28,17,8,2,20,0.5256,0.62,0.3571,0.7778,48,17,14,8,4,19,0.3462,0.3922,0.2593,0.8929,33
"11349",11349,"Loss",18,21,2,6,13,0.4133,0.431,0.3529,0.8,44,22,6,11,4,17,0.4835,0.5522,0.2917,0.6667,41
"11350",11350,"Win",22,6,11,4,17,0.4835,0.5522,0.2917,0.6667,41,18,21,2,6,13,0.4133,0.431,0.3529,0.8,44
"11351",11351,"Loss",18,15,4,6,16,0.4405,0.4776,0.2941,0.5455,42,20,13,10,6,19,0.4578,0.5385,0.3226,0.8636,46
"11352",11352,"Win",20,13,10,6,19,0.4578,0.5385,0.3226,0.8636,46,18,15,4,6,16,0.4405,0.4776,0.2941,0.5455,42
"11353",11353,"Loss",20,15,10,1,21,0.4167,0.4754,0.2609,0.8387,33,28,21,6,5,24,0.5854,0.6,0.5455,0.7391,49
"11354",11354,"Win",28,21,6,5,24,0.5854,0.6,0.5455,0.7391,49,20,15,10,1,21,0.4167,0.4754,0.2609,0.8387,33
"11355",11355,"Win",20,17,3,0,19,0.4881,0.5682,0.4,0.7222,49,23,11,9,7,20,0.4483,0.4821,0.3871,0.5,42
"11356",11356,"Loss",23,11,9,7,20,0.4483,0.4821,0.3871,0.5,42,20,17,3,0,19,0.4881,0.5682,0.4,0.7222,49
"11357",11357,"Win",17,10,7,3,25,0.4156,0.449,0.3571,0.8462,42,22,13,4,3,27,0.4167,0.431,0.3846,0.7917,46
"11358",11358,"Loss",22,13,4,3,27,0.4167,0.431,0.3846,0.7917,46,17,10,7,3,25,0.4156,0.449,0.3571,0.8462,42
"11359",11359,"Win",29,16,9,11,25,0.6341,0.6923,0.4118,0.7429,44,22,17,9,3,28,0.4176,0.4286,0.3929,0.8333,40
"11360",11360,"Loss",22,17,9,3,28,0.4176,0.4286,0.3929,0.8333,40,29,16,9,11,25,0.6341,0.6923,0.4118,0.7429,44
"11361",11361,"Loss",22,22,7,1,19,0.4457,0.4697,0.3846,0.5,42,29,14,13,8,15,0.5696,0.6034,0.4762,0.8077,38
"11362",11362,"Win",29,14,13,8,15,0.5696,0.6034,0.4762,0.8077,38,22,22,7,1,19,0.4457,0.4697,0.3846,0.5,42
"11363",11363,"Loss",20,10,7,3,20,0.4268,0.449,0.3939,0.8333,38,16,14,5,4,18,0.4691,0.5208,0.3939,0.6667,51
"11364",11364,"Win",16,14,5,4,18,0.4691,0.5208,0.3939,0.6667,51,20,10,7,3,20,0.4268,0.449,0.3939,0.8333,38
"11365",11365,"Loss",22,18,10,10,17,0.4138,0.4884,0.3409,0.7917,40,25,19,11,4,18,0.4886,0.5538,0.3043,0.8421,46
"11366",11366,"Win",25,19,11,4,18,0.4886,0.5538,0.3043,0.8421,46,22,18,10,10,17,0.4138,0.4884,0.3409,0.7917,40
"11367",11367,"Loss",22,13,4,0,13,0.4167,0.4545,0.3448,0.7857,46,24,11,9,3,21,0.4205,0.5833,0.3077,0.85,45
"11368",11368,"Win",24,11,9,3,21,0.4205,0.5833,0.3077,0.85,45,22,13,4,0,13,0.4167,0.4545,0.3448,0.7857,46
"11369",11369,"Loss",15,13,6,4,22,0.4023,0.4237,0.3571,0.9048,44,18,12,9,5,17,0.4082,0.45,0.2222,0.75,56
"11370",11370,"Win",18,12,9,5,17,0.4082,0.45,0.2222,0.75,56,15,13,6,4,22,0.4023,0.4237,0.3571,0.9048,44
"11371",11371,"Win",21,12,8,4,18,0.4598,0.5147,0.2632,0.9,45,19,22,8,7,19,0.4211,0.4524,0.3824,0.8571,43
"11372",11372,"Loss",19,22,8,7,19,0.4211,0.4524,0.3824,0.8571,43,21,12,8,4,18,0.4598,0.5147,0.2632,0.9,45
"11373",11373,"Loss",17,16,6,11,21,0.3864,0.45,0.25,0.7143,61,19,10,7,9,17,0.3793,0.4098,0.3077,0.6552,37
"11374",11374,"Win",19,10,7,9,17,0.3793,0.4098,0.3077,0.6552,37,17,16,6,11,21,0.3864,0.45,0.25,0.7143,61
"11375",11375,"Win",19,8,9,6,28,0.4314,0.4865,0.2857,0.8065,55,16,16,4,4,24,0.4512,0.4918,0.3333,0.7879,40
"11376",11376,"Loss",16,16,4,4,24,0.4512,0.4918,0.3333,0.7879,40,19,8,9,6,28,0.4314,0.4865,0.2857,0.8065,55
"11377",11377,"Win",31,20,7,2,26,0.5326,0.5556,0.5,0.8214,46,29,12,9,5,25,0.5051,0.5429,0.4138,0.8846,43
"11378",11378,"Loss",29,12,9,5,25,0.5051,0.5429,0.4138,0.8846,43,31,20,7,2,26,0.5326,0.5556,0.5,0.8214,46
"11379",11379,"Win",31,12,9,7,23,0.6125,0.7222,0.3846,0.6667,44,16,12,6,3,18,0.4459,0.4737,0.3529,0.7188,30
"11380",11380,"Loss",16,12,6,3,18,0.4459,0.4737,0.3529,0.7188,30,31,12,9,7,23,0.6125,0.7222,0.3846,0.6667,44
"11381",11381,"Loss",19,13,8,0,17,0.4235,0.5439,0.1786,0.6786,41,22,13,8,4,19,0.4646,0.5325,0.2273,0.9412,60
"11382",11382,"Win",22,13,8,4,19,0.4646,0.5325,0.2273,0.9412,60,19,13,8,0,17,0.4235,0.5439,0.1786,0.6786,41
"11383",11383,"Loss",24,9,7,5,19,0.4667,0.5273,0.3714,0.6667,39,20,11,6,1,23,0.4881,0.5167,0.4167,0.8966,47
"11384",11384,"Win",20,11,6,1,23,0.4881,0.5167,0.4167,0.8966,47,24,9,7,5,19,0.4667,0.5273,0.3714,0.6667,39
"11385",11385,"Win",27,17,5,5,21,0.5233,0.5172,0.5357,0.7143,38,25,11,13,1,15,0.5375,0.5507,0.4545,0.7857,34
"11386",11386,"Loss",25,11,13,1,15,0.5375,0.5507,0.4545,0.7857,34,27,17,5,5,21,0.5233,0.5172,0.5357,0.7143,38
"11387",11387,"Loss",26,16,7,9,23,0.4301,0.5303,0.1852,0.84,49,20,13,11,11,25,0.4565,0.5,0.3462,0.8182,48
"11388",11388,"Win",20,13,11,11,25,0.4565,0.5,0.3462,0.8182,48,26,16,7,9,23,0.4301,0.5303,0.1852,0.84,49
"11389",11389,"Loss",25,11,8,3,18,0.4304,0.4906,0.3077,0.6471,29,28,15,7,10,19,0.5,0.5536,0.3929,0.9375,49
"11390",11390,"Win",28,15,7,10,19,0.5,0.5536,0.3929,0.9375,49,25,11,8,3,18,0.4304,0.4906,0.3077,0.6471,29
"11391",11391,"Loss",11,17,8,6,20,0.3659,0.4127,0.2105,0.5556,44,18,13,8,11,17,0.3951,0.4516,0.2105,0.84,50
"11392",11392,"Win",18,13,8,11,17,0.3951,0.4516,0.2105,0.84,50,11,17,8,6,20,0.3659,0.4127,0.2105,0.5556,44
"11393",11393,"Win",21,8,10,3,17,0.5309,0.5968,0.3158,0.6452,35,27,17,4,5,25,0.519,0.5882,0.3929,0.875,40
"11394",11394,"Loss",27,17,4,5,25,0.519,0.5882,0.3929,0.875,40,21,8,10,3,17,0.5309,0.5968,0.3158,0.6452,35
"11395",11395,"Loss",26,18,3,9,23,0.4535,0.54,0.3333,0.8095,45,19,7,6,7,17,0.3922,0.4342,0.2692,0.8276,51
"11396",11396,"Win",19,7,6,7,17,0.3922,0.4342,0.2692,0.8276,51,26,18,3,9,23,0.4535,0.54,0.3333,0.8095,45
"11397",11397,"Loss",28,16,7,4,23,0.4773,0.5714,0.24,0.7,47,31,11,9,2,15,0.4944,0.549,0.4211,0.6667,42
"11398",11398,"Win",31,11,9,2,15,0.4944,0.549,0.4211,0.6667,42,28,16,7,4,23,0.4773,0.5714,0.24,0.7,47
"11399",11399,"Win",17,15,6,2,26,0.4884,0.5345,0.3929,0.7917,55,16,7,6,6,22,0.4933,0.5319,0.4286,0.8438,30
"11400",11400,"Loss",16,7,6,6,22,0.4933,0.5319,0.4286,0.8438,30,17,15,6,2,26,0.4884,0.5345,0.3929,0.7917,55
"11401",11401,"Win",24,10,7,5,16,0.5476,0.625,0.4444,0.9231,39,24,12,7,2,18,0.5,0.4912,0.52,0.8462,38
"11402",11402,"Loss",24,12,7,2,18,0.5,0.4912,0.52,0.8462,38,24,10,7,5,16,0.5476,0.625,0.4444,0.9231,39
"11403",11403,"Win",24,15,3,5,22,0.527,0.5385,0.5,0.88,47,23,8,8,2,19,0.4096,0.4286,0.3824,0.7586,35
"11404",11404,"Loss",23,8,8,2,19,0.4096,0.4286,0.3824,0.7586,35,24,15,3,5,22,0.527,0.5385,0.5,0.88,47
"11405",11405,"Loss",25,10,8,4,20,0.4,0.4821,0.2955,0.619,49,31,11,6,4,18,0.5054,0.5909,0.2963,0.8333,48
"11406",11406,"Win",31,11,6,4,18,0.5054,0.5909,0.2963,0.8333,48,25,10,8,4,20,0.4,0.4821,0.2955,0.619,49
"11407",11407,"Win",21,13,9,5,26,0.4124,0.4306,0.36,0.7576,54,20,17,6,5,24,0.4176,0.5,0.2727,0.6944,55
"11408",11408,"Loss",20,17,6,5,24,0.4176,0.5,0.2727,0.6944,55,21,13,9,5,26,0.4124,0.4306,0.36,0.7576,54
"11409",11409,"Loss",21,21,7,3,21,0.4302,0.4921,0.2609,0.8462,41,32,15,11,6,14,0.5258,0.5802,0.25,0.625,52
"11410",11410,"Win",32,15,11,6,14,0.5258,0.5802,0.25,0.625,52,21,21,7,3,21,0.4302,0.4921,0.2609,0.8462,41
"11411",11411,"Loss",13,16,12,5,27,0.3333,0.375,0.2174,0.8235,46,24,22,6,8,25,0.4861,0.4375,0.5833,0.7647,41
"11412",11412,"Win",24,22,6,8,25,0.4861,0.4375,0.5833,0.7647,41,13,16,12,5,27,0.3333,0.375,0.2174,0.8235,46
"11413",11413,"Win",23,16,5,5,21,0.4767,0.566,0.3333,0.7222,48,18,13,10,4,18,0.4648,0.4821,0.4,0.5714,34
"11414",11414,"Loss",18,13,10,4,18,0.4648,0.4821,0.4,0.5714,34,23,16,5,5,21,0.4767,0.566,0.3333,0.7222,48
"11415",11415,"Loss",19,13,6,3,22,0.5316,0.6078,0.3929,0.7,36,22,8,8,3,20,0.4875,0.5246,0.3684,0.9,36
"11416",11416,"Win",22,8,8,3,20,0.4875,0.5246,0.3684,0.9,36,19,13,6,3,22,0.5316,0.6078,0.3929,0.7,36
"11417",11417,"Win",25,8,9,2,19,0.5455,0.6071,0.4375,0.8095,48,17,13,6,6,17,0.4545,0.566,0.2083,0.76,37
"11418",11418,"Loss",17,13,6,6,17,0.4545,0.566,0.2083,0.76,37,25,8,9,2,19,0.5455,0.6071,0.4375,0.8095,48
"11419",11419,"Win",22,11,8,3,20,0.4891,0.5224,0.4,0.6786,47,25,12,9,5,22,0.5,0.5846,0.2963,0.8333,41
"11420",11420,"Loss",25,12,9,5,22,0.5,0.5846,0.2963,0.8333,41,22,11,8,3,20,0.4891,0.5224,0.4,0.6786,47
"11421",11421,"Loss",25,15,7,2,17,0.4022,0.4853,0.1667,0.7368,44,37,13,9,5,17,0.5581,0.569,0.5357,0.9231,46
"11422",11422,"Win",37,13,9,5,17,0.5581,0.569,0.5357,0.9231,46,25,15,7,2,17,0.4022,0.4853,0.1667,0.7368,44
"11423",11423,"Loss",18,18,8,2,19,0.3973,0.4634,0.3125,0.8889,39,24,14,11,1,18,0.5,0.5424,0.4,0.9333,40
"11424",11424,"Win",24,14,11,1,18,0.5,0.5424,0.4,0.9333,40,18,18,8,2,19,0.3973,0.4634,0.3125,0.8889,39
"11425",11425,"Win",22,17,13,5,19,0.4535,0.5652,0.325,0.8,41,26,22,8,4,17,0.4353,0.4915,0.3077,0.9286,47
"11426",11426,"Loss",26,22,8,4,17,0.4353,0.4915,0.3077,0.9286,47,22,17,13,5,19,0.4535,0.5652,0.325,0.8,41
"11427",11427,"Win",25,15,13,5,19,0.4211,0.4328,0.3929,0.7778,45,27,21,4,8,20,0.4881,0.4921,0.4762,0.7917,47
"11428",11428,"Loss",27,21,4,8,20,0.4881,0.4921,0.4762,0.7917,47,25,15,13,5,19,0.4211,0.4328,0.3929,0.7778,45
"11429",11429,"Loss",14,16,9,6,14,0.481,0.4828,0.4762,0.7667,35,24,14,10,5,23,0.4717,0.5316,0.2963,0.7692,51
"11430",11430,"Win",24,14,10,5,23,0.4717,0.5316,0.2963,0.7692,51,14,16,9,6,14,0.481,0.4828,0.4762,0.7667,35
"11431",11431,"Loss",26,21,8,3,26,0.4588,0.4643,0.4483,0.8235,43,21,12,12,3,19,0.5057,0.5821,0.25,0.76,38
"11432",11432,"Win",21,12,12,3,19,0.5057,0.5821,0.25,0.76,38,26,21,8,3,26,0.4588,0.4643,0.4483,0.8235,43
"11433",11433,"Win",23,8,8,1,21,0.4835,0.5574,0.3333,0.8148,43,23,16,4,6,23,0.5065,0.5882,0.3462,0.7742,41
"11434",11434,"Loss",23,16,4,6,23,0.5065,0.5882,0.3462,0.7742,41,23,8,8,1,21,0.4835,0.5574,0.3333,0.8148,43
"11435",11435,"Win",16,14,11,7,21,0.4457,0.4928,0.3043,0.9048,46,19,22,4,5,18,0.4321,0.4426,0.4,0.75,48
"11436",11436,"Loss",19,22,4,5,18,0.4321,0.4426,0.4,0.75,48,16,14,11,7,21,0.4457,0.4928,0.3043,0.9048,46
"11437",11437,"Win",27,20,4,5,18,0.5,0.5079,0.4737,0.8,52,22,10,8,3,15,0.4239,0.4533,0.2941,0.6923,35
"11438",11438,"Loss",22,10,8,3,15,0.4239,0.4533,0.2941,0.6923,35,27,20,4,5,18,0.5,0.5079,0.4737,0.8,52
"11439",11439,"Win",30,15,6,5,11,0.5684,0.6032,0.5,0.7,44,36,11,10,5,14,0.5591,0.6545,0.4211,0.6,33
"11440",11440,"Loss",36,11,10,5,14,0.5591,0.6545,0.4211,0.6,33,30,15,6,5,11,0.5684,0.6032,0.5,0.7,44
"11441",11441,"Win",31,12,14,13,26,0.5065,0.5455,0.4545,0.7632,35,20,19,6,4,28,0.3908,0.4098,0.3462,0.8108,47
"11442",11442,"Loss",20,19,6,4,28,0.3908,0.4098,0.3462,0.8108,47,31,12,14,13,26,0.5065,0.5455,0.4545,0.7632,35
"11443",11443,"Win",25,19,9,3,24,0.52,0.5333,0.5,0.8286,33,27,20,11,5,29,0.5263,0.6667,0.2857,0.8387,34
"11444",11444,"Loss",27,20,11,5,29,0.5263,0.6667,0.2857,0.8387,34,25,19,9,3,24,0.52,0.5333,0.5,0.8286,33
"11445",11445,"Win",27,21,8,3,23,0.6,0.66,0.48,0.7407,43,22,13,11,0,21,0.4634,0.5818,0.2222,0.75,34
"11446",11446,"Loss",22,13,11,0,21,0.4634,0.5818,0.2222,0.75,34,27,21,8,3,23,0.6,0.66,0.48,0.7407,43
"11447",11447,"Loss",29,11,3,5,22,0.4891,0.5775,0.1905,0.8667,42,29,11,8,4,13,0.4659,0.5254,0.3448,0.6667,46
"11448",11448,"Win",29,11,8,4,13,0.4659,0.5254,0.3448,0.6667,46,29,11,3,5,22,0.4891,0.5775,0.1905,0.8667,42
"11449",11449,"Loss",20,11,7,5,16,0.4302,0.4776,0.2632,0.8182,41,25,9,4,8,18,0.5053,0.5263,0.4211,0.8462,43
"11450",11450,"Win",25,9,4,8,18,0.5053,0.5263,0.4211,0.8462,43,20,11,7,5,16,0.4302,0.4776,0.2632,0.8182,41
"11451",11451,"Loss",19,17,6,5,17,0.507,0.6098,0.3667,0.7742,37,27,18,12,2,27,0.475,0.4545,0.5,0.6667,39
"11452",11452,"Win",27,18,12,2,27,0.475,0.4545,0.5,0.6667,39,19,17,6,5,17,0.507,0.6098,0.3667,0.7742,37
"11453",11453,"Win",26,14,3,6,21,0.4706,0.5098,0.4118,0.65,50,24,7,6,4,20,0.4302,0.4898,0.3514,0.75,40
"11454",11454,"Loss",24,7,6,4,20,0.4302,0.4898,0.3514,0.75,40,26,14,3,6,21,0.4706,0.5098,0.4118,0.65,50
"11455",11455,"Win",28,7,7,6,18,0.4795,0.4286,0.5484,0.7838,37,19,14,2,6,25,0.4795,0.4902,0.4545,0.8333,36
"11456",11456,"Loss",19,14,2,6,25,0.4795,0.4902,0.4545,0.8333,36,28,7,7,6,18,0.4795,0.4286,0.5484,0.7838,37
"11457",11457,"Loss",23,12,8,4,22,0.4021,0.45,0.3243,0.8636,45,30,16,9,4,16,0.5476,0.5741,0.5,0.8182,45
"11458",11458,"Win",30,16,9,4,16,0.5476,0.5741,0.5,0.8182,45,23,12,8,4,22,0.4021,0.45,0.3243,0.8636,45
"11459",11459,"Loss",15,20,4,4,27,0.4588,0.5161,0.3043,0.8571,49,27,10,15,8,21,0.4535,0.4918,0.36,0.7895,38
"11460",11460,"Win",27,10,15,8,21,0.4535,0.4918,0.36,0.7895,38,15,20,4,4,27,0.4588,0.5161,0.3043,0.8571,49
"11461",11461,"Loss",20,19,8,4,28,0.3936,0.4028,0.3636,0.7692,42,27,21,8,4,23,0.4941,0.4898,0.5,0.7949,55
"11462",11462,"Win",27,21,8,4,23,0.4941,0.4898,0.5,0.7949,55,20,19,8,4,28,0.3936,0.4028,0.3636,0.7692,42
"11463",11463,"Win",28,12,10,3,22,0.5287,0.5893,0.4194,0.7143,40,20,19,7,8,23,0.4819,0.5763,0.25,0.7778,43
"11464",11464,"Loss",20,19,7,8,23,0.4819,0.5763,0.25,0.7778,43,28,12,10,3,22,0.5287,0.5893,0.4194,0.7143,40
"11465",11465,"Loss",16,15,8,5,16,0.3902,0.4915,0.1304,0.7222,40,32,14,10,3,17,0.4945,0.5,0.4857,0.8333,51
"11466",11466,"Win",32,14,10,3,17,0.4945,0.5,0.4857,0.8333,51,16,15,8,5,16,0.3902,0.4915,0.1304,0.7222,40
"11467",11467,"Win",20,16,6,4,24,0.5915,0.7073,0.4333,0.6522,37,16,11,9,2,19,0.407,0.4909,0.2581,0.8667,39
"11468",11468,"Loss",16,11,9,2,19,0.407,0.4909,0.2581,0.8667,39,20,16,6,4,24,0.5915,0.7073,0.4333,0.6522,37
"11469",11469,"Loss",22,18,7,2,24,0.4167,0.4237,0.4,0.6923,35,27,15,11,4,14,0.5432,0.6667,0.25,0.8846,46
"11470",11470,"Win",27,15,11,4,14,0.5432,0.6667,0.25,0.8846,46,22,18,7,2,24,0.4167,0.4237,0.4,0.6923,35
"11471",11471,"Loss",17,11,11,1,16,0.3626,0.4355,0.2069,0.8182,46,18,20,5,8,19,0.5,0.463,0.6429,0.8095,44
"11472",11472,"Win",18,20,5,8,19,0.5,0.463,0.6429,0.8095,44,17,11,11,1,16,0.3626,0.4355,0.2069,0.8182,46
"11473",11473,"Win",12,7,8,5,18,0.4286,0.5283,0.2581,0.7586,41,18,11,4,5,18,0.5067,0.5085,0.5,0.68,38
"11474",11474,"Loss",18,11,4,5,18,0.5067,0.5085,0.5,0.68,38,12,7,8,5,18,0.4286,0.5283,0.2581,0.7586,41
"11475",11475,"Loss",23,18,10,2,23,0.4146,0.4118,0.4194,0.8571,36,23,20,11,5,18,0.4487,0.5106,0.3548,0.8889,46
"11476",11476,"Win",23,20,11,5,18,0.4487,0.5106,0.3548,0.8889,46,23,18,10,2,23,0.4146,0.4118,0.4194,0.8571,36
"11477",11477,"Win",24,19,9,5,21,0.4767,0.5472,0.3636,0.6471,51,19,15,11,5,17,0.4359,0.4894,0.3548,0.7692,33
"11478",11478,"Loss",19,15,11,5,17,0.4359,0.4894,0.3548,0.7692,33,24,19,9,5,21,0.4767,0.5472,0.3636,0.6471,51
"11479",11479,"Loss",16,15,10,3,22,0.3542,0.4355,0.2059,0.7667,47,27,23,4,9,24,0.5753,0.5577,0.619,0.8214,40
"11480",11480,"Win",27,23,4,9,24,0.5753,0.5577,0.619,0.8214,40,16,15,10,3,22,0.3542,0.4355,0.2059,0.7667,47
"11481",11481,"Win",25,12,7,1,16,0.5065,0.5455,0.4091,0.9259,41,23,12,8,0,24,0.4634,0.5778,0.3243,0.8333,32
"11482",11482,"Loss",23,12,8,0,24,0.4634,0.5778,0.3243,0.8333,32,25,12,7,1,16,0.5065,0.5455,0.4091,0.9259,41
"11483",11483,"Win",18,14,9,3,22,0.4889,0.4737,0.5714,0.6897,52,14,15,7,7,25,0.4699,0.541,0.2727,0.8519,37
"11484",11484,"Loss",14,15,7,7,25,0.4699,0.541,0.2727,0.8519,37,18,14,9,3,22,0.4889,0.4737,0.5714,0.6897,52
"11485",11485,"Win",18,11,7,4,22,0.4598,0.4583,0.4667,0.8519,49,21,11,8,3,23,0.4872,0.5,0.45,0.7,37
"11486",11486,"Loss",21,11,8,3,23,0.4872,0.5,0.45,0.7,37,18,11,7,4,22,0.4598,0.4583,0.4667,0.8519,49
"11487",11487,"Loss",17,17,4,1,18,0.4359,0.4737,0.3333,0.7368,44,26,11,9,2,17,0.5063,0.5862,0.2857,1,33
"11488",11488,"Win",26,11,9,2,17,0.5063,0.5862,0.2857,1,33,17,17,4,1,18,0.4359,0.4737,0.3333,0.7368,44
"11489",11489,"Win",28,12,5,3,25,0.4938,0.5106,0.4706,0.8333,41,21,12,7,2,16,0.4545,0.52,0.3333,0.76,37
